CASENUM,VEH_NO,REGION,PSU,PJ,PSU_VAR,URBANICITY,STRATUM,PVE_FORMS,PNUMOCCS,PMONTH,PHOUR,PMINUTE,PHARM_EV,PMAN_COLL,PTYPE,PHIT_RUN,PMAKE,PMODEL,PMAK_MOD,PBODYTYP,PMODYEAR,PVIN,PTRAILER,PMCARR_I1,PMCARR_I2,PMCARR_ID,PGVWR,PV_CONFIG,PCARGTYP,PHAZ_INV,PHAZPLAC,PHAZ_ID,PHAZ_CNO,PHAZ_REL,PBUS_USE,PSP_USE,PEM_USE,PIMPACT1,PVEH_SEV,PTOWED,PM_HARM,PVEH_SC1,PVEH_SC2,PFIRE,PTRLR1VIN,PTRLR2VIN,PTRLR3VIN,PSUSTRAT,WEIGHT
201800425958,2,3,38,573,38,1,10,1,1,1,10,12,14,0,2,0,35,51,35051,6,2010,JN8AS5MV7AW*,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,7,2,5,12,0,0,0,777777777777,777777777777,777777777777,14,239.71349847
201800426493,2,3,54,526,54,1,10,1,0,1,20,48,14,0,2,0,97,997,97997,98,9998,888888888888,9,0,000000000,00000000000,8,0,0,1,0,0,0,0,0,0,0,12,8,5,12,0,0,0,777777777777,777777777777,777777777777,14,238.15882238
201800426530,2,3,54,526,54,1,5,1,0,1,16,45,39,0,3,0,97,997,97997,98,9998,888888888888,0,0,000000000,00000000000,8,0,0,1,0,0,0,0,0,0,0,61,8,5,12,0,0,0,777777777777,777777777777,777777777777,14,47.644614097
201800426771,2,2,77,687,77,2,10,1,0,1,21,30,14,0,2,0,41,51,41051,4,2010,JM1BL1SF1A12,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,9,4,8,12,0,0,0,777777777777,777777777777,777777777777,9,239.54062013
201800428210,2,3,38,578,38,1,10,1,1,1,8,15,14,0,2,0,20,421,20421,15,2000,1GNEK13R9YR*,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,3,2,5,12,0,0,0,777777777777,777777777777,777777777777,14,239.71349847
201800428921,2,2,67,1919,67,1,2,1,0,1,15,0,8,0,3,0,37,31,37031,4,2010,19XFA1F5XAE0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,3,4,5,12,0,0,0,777777777777,777777777777,777777777777,8,29.355432269
201800430830,3,4,56,189,189,1,4,2,0,1,20,42,12,6,2,0,20,431,20431,16,2002,3GNEC16TX2G2,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,6,2,12,0,0,0,777777777777,777777777777,777777777777,20,15.057170469
201800430830,4,4,56,189,189,1,4,2,0,1,20,42,12,6,2,0,67,32,67032,3,2014,JTKJF5C75E30,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,12,6,2,14,0,0,0,777777777777,777777777777,777777777777,20,15.057170469
201800431418,2,3,70,138,70,2,10,1,0,1,23,52,14,0,2,0,49,40,49040,4,1994,4T1SK12E8RU3,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,12,4,5,12,0,0,0,777777777777,777777777777,777777777777,16,235.19710588
201800432192,2,2,58,3248,58,1,10,1,0,1,15,28,14,0,2,0,20,422,20422,15,2015,1GNSK5EC1FR6,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,8,2,5,12,0,0,0,777777777777,777777777777,777777777777,6,230.91890579
201800432811,1,2,47,1838,47,2,7,1,0,1,10,18,45,0,4,0,84,881,84881,63,2005,1HTWDAAR35J0,0,77,777777777,77777777777,3,2,98,1,0,0,0,0,0,0,0,6,2,8,12,42,0,0,777777777777,777777777777,777777777777,9,133.20609628
201800433130,2,3,17,1053,17,1,10,1,0,1,2,30,53,0,3,0,12,481,12481,34,2005,1FTPW14565KD,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,4,5,12,0,0,0,777777777777,777777777777,777777777777,15,238.54654395
201800433851,3,2,47,2035,47,2,5,2,0,1,15,55,12,2,2,0,20,498,20498,34,1979,CCU149B17021,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,6,8,12,0,0,0,777777777777,777777777777,777777777777,9,37.167709974
201800433851,4,2,47,2035,47,2,5,2,0,1,15,55,12,2,2,0,12,471,12471,34,1998,1FTYR10C9WUA,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,4,8,12,0,0,0,777777777777,777777777777,777777777777,9,37.167709974
201800433893,2,2,67,1919,67,1,10,1,0,1,15,0,14,0,2,0,63,35,63035,4,2004,KNALD1241450,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,62,4,5,12,0,0,0,777777777777,777777777777,777777777777,8,233.97721037
201800435391,2,3,63,4047,63,2,8,1,0,1,4,15,14,0,2,0,12,481,12481,34,2012,1FT7W2BT3CED,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,12,8,5,12,0,0,0,777777777777,777777777777,777777777777,16,155.17164896
201800436149,2,2,67,1919,67,1,10,1,0,1,12,0,14,0,2,0,37,31,37031,2,2009,2HGFG12859H5,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,63,4,5,12,0,0,0,777777777777,777777777777,777777777777,8,233.97721037
201800436416,1,2,77,641,77,2,10,1,0,2,11,6,14,0,2,0,59,34,59034,4,1996,JT8BD42S8T01,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,62,4,8,12,0,0,0,777777777777,777777777777,777777777777,9,234.88323488
201800436438,2,4,10,318,10,1,2,1,0,1,14,10,8,0,2,0,30,40,30040,9,2009,888888888888,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,4,3,12,0,0,0,777777777777,777777777777,777777777777,21,37.181173585
201800436671,2,2,27,896,27,1,7,1,0,1,10,35,14,0,2,0,42,399,42399,9,2017,888888888888,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,9,8,5,12,0,0,0,777777777777,777777777777,777777777777,6,131.23100858
201800436960,2,2,67,1919,67,1,10,1,0,1,6,55,14,0,2,0,49,40,49040,4,2007,4T1BE46KX7U5,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,6,2,12,0,0,0,777777777777,777777777777,777777777777,8,233.97721037
201800437328,2,3,51,1098,51,1,10,1,0,1,99,99,14,0,2,0,49,32,49032,4,2001,1NXBR12E81Z5,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,81,2,5,12,0,0,0,777777777777,777777777777,777777777777,10,239.80618488
201800437501,2,3,65,2855,65,1,10,1,0,1,16,15,14,0,2,0,20,481,20481,34,2015,3GCPCREC6FG1,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,12,6,2,12,0,0,0,777777777777,777777777777,777777777777,13,232.69134041
201800437501,3,3,65,2855,65,1,10,1,0,1,16,15,14,0,2,0,20,22,20022,4,2006,1G1AK55F9678,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,10,6,2,12,0,0,0,777777777777,777777777777,777777777777,13,232.69134041
201800437516,2,4,46,337,46,1,7,1,0,1,14,15,14,0,2,0,23,481,23481,34,2005,1GTHK23U85F8,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,10,4,5,12,0,0,0,777777777777,777777777777,777777777777,22,143.98823546
201800440380,2,2,27,893,27,1,10,1,0,1,3,13,14,0,2,0,35,39,35039,4,2007,1N4BA41E77C8,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,8,5,12,0,0,0,777777777777,777777777777,777777777777,6,230.80280135
201800440588,2,2,77,687,77,2,10,1,0,2,7,27,14,0,3,0,99,999,99999,79,9999,888888888888,0,99,999999999,99999999999,8,99,99,1,0,0,0,0,0,0,0,98,9,8,12,0,0,0,777777777777,777777777777,777777777777,9,239.54062013
201800440588,3,2,77,687,77,2,10,1,0,2,7,27,14,0,3,0,99,999,99999,79,9999,888888888888,0,99,999999999,99999999999,8,99,99,1,0,0,0,0,0,0,0,98,9,8,12,0,0,0,777777777777,777777777777,777777777777,9,239.54062013
201800440774,2,3,38,573,38,1,10,1,0,1,9,20,14,0,2,0,23,402,23402,14,2010,2CTALDEW8A6*,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,2,5,12,0,0,0,777777777777,777777777777,777777777777,14,239.71349847
201800441506,2,1,76,2298,76,1,6,1,0,1,3,32,14,0,2,0,21,23,21023,4,2001,1G3WX52H41F1,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,5,6,2,12,0,0,0,777777777777,777777777777,777777777777,2,71.091606675
201800441565,2,1,76,2292,76,1,9,1,0,1,18,54,14,0,2,0,13,1,13001,4,2001,1LNHM82W91Y7,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,7,4,5,12,0,0,0,777777777777,777777777777,777777777777,2,181.42514326
201800441827,2,2,67,1919,67,1,10,1,0,1,99,99,14,0,2,0,37,32,37032,4,2006,1HGCM66556A0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,63,6,8,12,0,0,0,777777777777,777777777777,777777777777,8,233.97721037
201800441885,1,1,13,1191,13,1,10,1,0,1,20,15,14,0,2,0,99,399,99399,9,2010,888888888888,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,98,0,61,2,5,12,0,0,0,777777777777,777777777777,777777777777,3,250.24127648
201800444136,2,3,33,1484,33,1,10,1,0,1,19,14,14,0,2,0,49,40,49040,4,2009,4T1BE46K49U8,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,12,4,5,12,0,0,0,777777777777,777777777777,777777777777,11,239.51086571
201800444882,2,1,13,1197,13,1,10,1,1,1,0,53,14,0,2,0,12,499,12499,48,2012,888888888888,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,98,0,6,6,2,12,0,0,0,777777777777,777777777777,777777777777,3,462.43177122
201800444882,3,1,13,1197,13,1,10,1,1,1,0,53,14,0,2,0,48,399,48399,9,2012,888888888888,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,98,0,62,8,5,12,0,0,0,777777777777,777777777777,777777777777,3,462.43177122
201800444883,1,1,13,1197,13,1,9,1,1,1,12,27,14,0,2,0,37,399,37399,9,2018,888888888888,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,98,0,63,8,5,12,0,0,0,777777777777,777777777777,777777777777,3,468.0275385
201800445292,2,4,56,214,214,1,10,1,0,1,5,15,14,0,2,0,37,32,37032,9,2002,888888888888,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,12,6,2,12,0,0,0,777777777777,777777777777,777777777777,20,265.23227325
201800445292,3,4,56,214,214,1,10,1,0,1,5,15,14,0,2,0,12,37,12037,9,2015,888888888888,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,12,2,5,14,0,0,0,777777777777,777777777777,777777777777,20,265.23227325
201800446030,2,4,68,4055,68,1,6,1,0,2,4,50,14,0,2,0,37,441,37441,20,1995,JHMRA1861SC0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,6,2,12,0,0,0,777777777777,777777777777,777777777777,23,74.967626606
201800446030,3,4,68,4055,68,1,6,1,0,2,4,50,14,0,3,0,37,32,37032,4,1995,1HGCD5525SA0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,4,3,12,0,0,0,777777777777,777777777777,777777777777,23,74.967626606
201800446298,2,3,33,1484,33,1,9,1,0,1,23,45,14,0,2,0,37,32,37032,4,2007,1HGCM56337A1,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,2,5,12,0,0,0,777777777777,777777777777,777777777777,11,170.35107959
201800446339,2,3,38,573,38,1,9,1,0,1,8,2,14,0,2,0,24,7,24007,4,2003,1G8AJ52F33Z*,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,2,5,12,0,0,0,777777777777,777777777777,777777777777,14,170.64936248
201800446650,2,3,17,1053,17,1,6,1,0,1,21,52,14,0,2,0,20,37,20037,4,2016,1G11C5SAXGU1,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,3,2,5,12,0,0,0,777777777777,777777777777,777777777777,15,68.036541887
201800446650,3,3,17,1053,17,1,6,1,0,1,21,52,14,0,2,0,22,20,22020,4,2005,2G2WS5225511,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,4,5,12,0,0,0,777777777777,777777777777,777777777777,15,68.036541887
201800446650,4,3,17,1053,17,1,6,1,0,1,21,52,14,0,2,0,20,36,20036,2,2004,2G1WW12E4492,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,4,5,14,0,0,0,777777777777,777777777777,777777777777,15,68.036541887
201800446678,2,2,27,893,27,1,10,1,0,1,18,34,14,0,2,0,30,40,30040,4,2004,3VWSK69M94M0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,7,8,7,12,0,0,0,777777777777,777777777777,777777777777,6,230.80280135
201800446925,2,4,44,359,44,2,7,1,0,1,14,50,14,0,2,0,20,481,20481,34,2002,1GCHK29162E4,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,7,4,5,12,0,0,0,777777777777,777777777777,777777777777,25,134.16221874
201800447254,2,3,51,1098,51,1,9,1,0,1,15,44,14,0,2,0,20,2,20002,4,2014,2G11Y5SL3E92,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,4,5,12,0,0,0,777777777777,777777777777,777777777777,10,170.91254134
201800447484,2,3,38,573,38,1,10,1,0,1,12,40,14,0,2,0,7,24,7024,4,2013,2C3CDXBG4DH*,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,9,6,2,12,0,0,0,777777777777,777777777777,777777777777,14,239.71349847
201800447808,2,2,67,1919,67,1,9,1,0,1,0,50,14,0,2,0,37,31,37031,4,2006,1HGFA168X6L0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,9,2,5,12,0,0,0,777777777777,777777777777,777777777777,8,166.35565387
201800447808,3,2,67,1919,67,1,9,1,0,1,0,50,14,0,2,0,12,37,12037,4,2016,1FADP3F29GL3,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,63,2,5,12,0,0,0,777777777777,777777777777,777777777777,8,166.35565387
201800448099,2,3,35,2797,35,1,10,1,0,1,99,99,14,0,3,0,12,481,12481,34,2017,1FTEW1CP7HKD,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,12,4,8,12,0,0,0,777777777777,777777777777,777777777777,13,237.78983729
201800448099,3,3,35,2797,35,1,10,1,0,1,99,99,14,0,3,0,12,23,12023,4,2017,3FA6P0G7XHR1,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,12,4,8,12,0,0,0,777777777777,777777777777,777777777777,13,237.78983729
201800448250,1,2,77,641,77,2,10,1,0,2,18,20,14,0,2,0,38,882,38882,61,2010,JALE5W160A73,1,77,777777777,77777777777,2,4,98,1,0,0,0,0,0,0,0,12,2,5,12,0,0,0,888888888888,777777777777,777777777777,9,234.88323488
201800450234,1,1,13,1208,13,1,10,1,2,1,21,48,14,0,2,0,49,40,49040,9,2005,888888888888,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,98,0,98,2,8,12,0,0,0,777777777777,777777777777,777777777777,3,250.24127651
201800450441,3,3,51,1078,51,1,9,2,0,1,8,55,12,6,2,0,20,481,20481,34,2007,1GCEK19C57Z6,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,12,4,5,12,0,0,0,777777777777,777777777777,777777777777,10,170.91254134
201800450775,2,2,77,640,77,2,9,1,0,2,1,4,14,0,2,0,99,998,99998,93,9999,888888888888,0,77,777777777,77777777777,8,0,0,1,0,0,0,0,0,0,0,63,9,8,12,0,0,0,777777777777,777777777777,777777777777,9,167.0600857
201800450795,1,2,77,687,77,2,10,1,0,2,15,0,14,0,2,0,2,404,2404,14,2008,1J8HR48N68C1,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,2,5,12,0,0,0,777777777777,777777777777,777777777777,9,239.54062013
201800453138,2,4,60,245,60,1,8,1,0,1,2,47,14,0,2,0,20,481,20481,34,2015,1GC1KWE80FF1,1,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,2,5,12,0,0,0,1A9A1DB21EA8,777777777777,777777777777,21,194.66217461
201800453215,2,3,51,1098,51,1,10,1,1,1,12,7,14,0,2,0,35,39,35039,4,2017,1N4AA6AP4HC3,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,2,5,12,0,0,0,777777777777,777777777777,777777777777,10,239.80618488
201800453274,2,3,51,1098,51,1,7,1,0,1,15,10,14,0,2,0,30,40,30040,4,2013,3VWLX7AJ5DM3,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,10,2,5,12,0,0,0,777777777777,777777777777,777777777777,10,134.15491064
201800453329,2,3,51,1078,51,1,10,1,0,1,20,20,14,0,2,0,23,472,23472,34,2004,1GTDS1963481,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,11,2,5,12,0,0,0,777777777777,777777777777,777777777777,10,239.80618488
201800455750,2,3,65,2851,65,1,10,1,1,1,10,38,14,0,2,0,7,24,7024,4,2016,2C3CDXAG0GH1,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,5,5,6,8,5,12,0,0,0,777777777777,777777777777,777777777777,13,232.69134039
201800457483,2,3,33,1481,33,1,10,1,0,1,13,48,14,0,2,0,12,442,12442,20,2002,2FMZA51402BA,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,2,5,12,0,0,0,777777777777,777777777777,777777777777,11,239.51086565
201800457483,3,3,33,1481,33,1,10,1,0,1,13,48,14,0,2,0,20,404,20404,14,2016,2GNALCEK0G62,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,2,5,12,0,0,0,777777777777,777777777777,777777777777,11,239.51086565
201800458166,2,3,51,1098,51,1,9,1,0,2,11,0,14,0,2,0,49,40,49040,4,1999,4T1BG22K3XU4,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,9,4,5,12,0,0,0,777777777777,777777777777,777777777777,10,170.91254134
201800458438,2,4,68,295,68,1,5,1,0,1,0,35,14,0,2,0,49,40,49040,4,1998,888888888888,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,62,4,3,12,0,0,0,777777777777,777777777777,777777777777,23,39.648622483
201800458438,3,4,68,295,68,1,5,1,0,1,0,35,14,0,3,0,37,31,37031,4,2002,888888888888,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,62,4,3,12,0,0,0,777777777777,777777777777,777777777777,23,39.648622483
201800458438,4,4,68,295,68,1,5,1,0,1,0,35,14,0,3,0,59,403,59403,14,2007,888888888888,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,62,4,3,12,0,0,0,777777777777,777777777777,777777777777,23,39.648622483
201800459132,2,3,70,137,70,2,10,1,0,2,21,30,14,0,2,0,35,47,35047,4,2006,1N4BL11D26C1,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,5,2,5,12,0,0,0,777777777777,777777777777,777777777777,16,235.19710588
201800459740,2,2,67,1919,67,1,7,1,0,1,7,35,14,0,2,0,12,23,12023,4,2013,3FA6P0H70DR3,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,62,2,5,12,0,0,0,777777777777,777777777777,777777777777,8,131.69951632
201800460130,2,4,49,260,49,1,6,1,0,2,17,27,14,0,2,0,12,17,12017,4,2007,1FAFP56UX7A1,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,12,4,5,12,0,0,0,777777777777,777777777777,777777777777,21,83.848345626
201800460386,2,3,38,573,38,1,10,1,0,2,14,35,14,0,2,0,49,442,49442,20,2004,5TDZA23C24S*,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,5,2,5,12,0,0,0,777777777777,777777777777,777777777777,14,239.71349847
201800461423,2,2,77,650,77,2,10,1,1,2,5,17,45,0,4,0,84,881,84881,63,2007,1HTWAAAR27J4,0,77,777777777,77777777777,3,2,97,1,0,0,0,0,0,0,0,9,4,5,12,0,0,0,777777777777,777777777777,777777777777,9,234.88323485
201800462597,2,2,77,641,77,2,8,1,0,2,14,4,14,0,2,0,49,46,49046,5,2008,JTDKB20U0877,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,4,5,12,0,0,0,777777777777,777777777777,777777777777,9,160.4076611
201800462652,2,4,56,208,208,1,10,1,0,2,22,25,14,0,2,0,35,51,35051,6,2015,888888888888,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,7,4,5,12,0,0,0,777777777777,777777777777,777777777777,20,265.23227329
