CASENUM,VEH_NO,REGION,PSU,PJ,PSU_VAR,URBANICITY,STRATUM,PVE_FORMS,PNUMOCCS,PMONTH,PHOUR,PMINUTE,PHARM_EV,PMAN_COLL,PTYPE,PHIT_RUN,PMAKE,PMODEL,PMAK_MOD,PBODYTYP,PMODYEAR,PVIN,PTRAILER,PMCARR_I1,PMCARR_I2,PMCARR_ID,PGVWR,PV_CONFIG,PCARGTYP,PHAZ_INV,PHAZPLAC,PHAZ_ID,PHAZ_CNO,PHAZ_REL,PBUS_USE,PSP_USE,PEM_USE,PIMPACT1,PVEH_SEV,PTOWED,PM_HARM,PVEH_SC1,PVEH_SC2,PFIRE,PTRLR1VIN,PTRLR2VIN,PTRLR3VIN,PSUSTRAT,WEIGHT
201800655803,2,2,29,970,29,1,10,1,0,3,23,39,14,0,2,0,55,33,55033,4,2007,5NPET46C07H2,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,63,8,5,12,0,0,0,777777777777,777777777777,777777777777,7,228.90184813
201800655817,2,3,83,2810,83,1,3,1,1,4,15,53,14,0,2,0,12,422,12422,15,1999,1FMRU1864XLC,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,11,4,5,12,0,0,0,777777777777,777777777777,777777777777,13,29.25150952
201800656078,2,2,67,1919,67,1,10,1,0,3,20,30,14,0,2,0,12,21,12021,4,2005,1FAFP25145G1,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,63,2,8,12,0,0,0,777777777777,777777777777,777777777777,8,233.97721032
201800656532,3,4,46,337,46,1,9,2,0,3,12,2,12,7,2,0,12,422,12422,15,2017,1FMJU1JT6HEA,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,9,2,5,12,0,0,0,777777777777,777777777777,777777777777,22,182.80074647
201800656675,2,4,46,337,46,1,9,1,0,4,10,25,14,0,2,0,12,880,12880,67,2015,1FT8W3B61FEC,0,77,777777777,77777777777,2,1,97,1,0,0,0,0,0,0,0,6,2,5,12,0,0,0,777777777777,777777777777,777777777777,22,182.80074647
201800656998,2,3,40,3106,40,1,10,1,1,4,14,10,14,0,2,0,48,401,48401,14,2003,JF1SG65673H7,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,8,5,12,0,0,0,777777777777,777777777777,777777777777,15,238.02649894
201800656998,3,3,40,3106,40,1,10,1,1,4,14,10,14,0,2,0,49,47,49047,6,2009,2T1KE40E99C0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,8,5,12,0,0,0,777777777777,777777777777,777777777777,15,238.02649894
201800657128,2,3,75,1227,75,2,9,1,0,4,1,5,14,0,2,0,12,3,12003,2,2012,1ZVBP8AM1C52,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,6,8,12,0,0,0,777777777777,777777777777,777777777777,19,164.89080582
201800657128,3,3,75,1227,75,2,9,1,0,4,1,5,14,0,2,0,30,46,30046,4,2015,1VWAT7A3XFC0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,6,8,12,0,0,0,777777777777,777777777777,777777777777,19,164.89080582
201800657636,2,4,68,295,68,1,10,1,0,4,15,10,14,0,2,0,2,407,2407,14,2009,1J4FT28B99D1,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,4,5,12,0,0,0,777777777777,777777777777,777777777777,23,270.08682714
201800658190,2,2,27,896,27,1,10,1,0,4,11,40,14,0,2,0,82,881,82881,62,2017,1FVACWDT4HHH,0,77,777777777,77777777777,2,1,1,1,0,0,0,0,0,0,0,83,8,5,12,0,0,0,777777777777,777777777777,777777777777,6,230.80280132
201800658266,2,2,27,896,27,1,5,1,0,4,16,52,14,0,2,0,12,442,12442,20,2003,2FMZA504X3BB,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,82,8,7,12,0,0,0,777777777777,777777777777,777777777777,6,30.952412637
201800658266,3,2,27,896,27,1,5,1,0,4,16,52,14,0,3,0,37,441,37441,20,2005,5FNRL38435B0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,63,8,7,12,0,0,0,777777777777,777777777777,777777777777,6,30.952412637
201800658345,2,3,38,573,38,1,10,1,0,4,20,42,14,0,2,0,20,9,20009,2,2014,2G1FB1E35E9*,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,7,2,5,12,0,0,0,777777777777,777777777777,777777777777,14,239.71349846
201800658474,1,2,47,1835,47,2,5,1,0,4,13,22,14,0,2,0,20,403,20403,14,2004,1GNET16S2461,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,6,2,12,0,0,0,777777777777,777777777777,777777777777,9,36.61963251
201800658558,2,1,13,1207,13,1,9,1,0,4,5,30,14,0,2,0,49,999,49999,49,2012,888888888888,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,11,8,5,12,0,0,0,777777777777,777777777777,777777777777,3,180.93534693
201800658558,3,1,13,1207,13,1,9,1,0,4,5,30,14,0,2,0,54,999,54999,49,2005,888888888888,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,11,8,5,12,0,0,0,777777777777,777777777777,777777777777,3,180.93534693
201800658558,4,1,13,1207,13,1,9,1,0,4,5,30,14,0,2,0,37,999,37999,49,2014,888888888888,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,83,8,5,12,0,0,0,777777777777,777777777777,777777777777,3,180.93534693
201800658571,1,1,13,1207,13,1,10,1,0,4,23,15,14,0,2,0,12,999,12999,49,2012,888888888888,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,12,8,5,12,0,0,0,777777777777,777777777777,777777777777,3,250.24127653
201800658863,1,2,45,1308,45,2,10,1,1,4,12,40,14,0,3,0,6,441,6441,20,2005,2C4GP44R55R3,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,83,4,3,12,0,0,0,777777777777,777777777777,777777777777,9,234.98630469
201800659610,2,3,82,2152,82,2,7,1,0,4,18,30,14,0,2,0,7,482,7482,34,2010,1D7RB1GT8AS2,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,10,2,5,12,0,0,0,777777777777,777777777777,777777777777,19,128.12695168
201800659643,2,3,17,1053,17,1,2,1,0,1,4,40,8,0,2,0,20,482,20482,34,2002,3GNEC13T32G1,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,11,2,5,12,0,0,0,777777777777,777777777777,777777777777,15,30.026404117
201800659649,3,3,17,1053,17,1,7,5,0,1,14,21,12,6,3,0,2,404,2404,14,1999,1J4FF68S2XL5,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,9,4,5,12,0,0,0,777777777777,777777777777,777777777777,15,135.7810901
201800659649,4,3,17,1053,17,1,7,5,0,1,14,21,12,6,3,0,12,471,12471,34,1990,1FTCR10T6LUB,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,12,6,2,12,0,0,0,777777777777,777777777777,777777777777,15,135.7810901
201800659649,5,3,17,1053,17,1,7,5,0,1,14,21,12,6,3,0,35,461,35461,21,2016,5BZAD0AA6GN8,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,9,4,5,12,0,0,0,777777777777,777777777777,777777777777,15,135.7810901
201800659659,3,4,64,305,64,1,9,2,1,4,6,0,14,0,2,0,23,471,23471,34,1995,1GTCS19Z3S85,3,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,2,5,12,0,0,0,888888888888,888888888888,888888888888,23,198.27204121
201800661154,2,3,17,1053,17,1,10,1,0,2,12,6,14,0,2,0,20,25,20025,4,2017,1G1BF5SM7H71,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,9,2,5,12,0,0,0,777777777777,777777777777,777777777777,15,238.54654396
201800661478,2,3,55,1075,55,2,10,1,2,4,13,49,14,0,2,0,20,481,20481,34,2008,3GCEC13JX8G2,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,7,2,5,12,0,0,0,777777777777,777777777777,777777777777,17,240.76970645
201800661769,3,3,17,1053,17,1,7,2,0,3,22,45,12,6,2,0,49,40,49040,4,1997,4T1BG22K4VU1,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,2,5,12,0,0,0,777777777777,777777777777,777777777777,15,135.7810901
201800661805,2,2,67,1919,67,1,10,1,0,3,23,50,14,0,2,0,37,31,37031,4,2015,19XFB2F74FE0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,63,2,8,12,0,0,0,777777777777,777777777777,777777777777,8,233.97721032
201800662036,2,3,28,448,28,1,3,1,0,4,18,25,5,0,3,0,63,38,63038,4,2015,KNAFK4A65F52,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,2,5,12,0,0,0,777777777777,777777777777,777777777777,11,28.599289285
201800662113,2,4,49,261,49,1,5,1,0,4,5,40,14,0,2,0,82,881,82881,66,2018,3AKJHHDR4JSJ,1,57,2050273,572050273,3,6,97,1,0,0,0,0,0,0,0,6,2,5,12,0,0,0,888888888888,777777777777,777777777777,21,33.755564555
201800662544,2,3,75,1230,75,2,10,1,0,5,12,0,14,0,2,0,7,463,7463,21,2017,3C6TRVCG7HE5,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,11,6,2,12,0,0,0,777777777777,777777777777,777777777777,19,231.86050844
201800662916,3,3,59,503,59,1,6,2,0,5,18,40,12,6,3,0,49,402,49402,14,2002,JTEGH20V4200,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,2,5,12,0,0,0,777777777777,777777777777,777777777777,10,69.048982639
201800664047,2,3,78,466,78,1,9,1,0,5,7,24,14,0,2,0,20,481,20481,34,2003,1GCHC23163F2,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,83,2,5,12,0,0,0,777777777777,777777777777,777777777777,10,170.50296397
201800665732,2,1,76,2298,76,1,6,1,0,3,16,54,14,0,2,0,23,461,23461,21,2017,1GDY7RFFXH13,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,1,6,2,12,0,0,0,777777777777,777777777777,777777777777,2,71.091606694
201800665803,3,2,67,1919,67,1,4,2,0,3,2,17,12,6,2,0,49,32,49032,4,2015,2T1BURHE1FC3,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,12,4,8,12,0,0,0,777777777777,777777777777,777777777777,8,13.010218273
201800665803,4,2,67,1919,67,1,4,2,0,3,2,17,12,6,2,0,49,32,49032,4,2010,2T1BU4EE1AC2,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,12,2,8,12,0,0,0,777777777777,777777777777,777777777777,8,13.010218273
201800665803,5,2,67,1919,67,1,4,2,0,3,2,17,12,6,2,0,7,29,7029,4,2013,1C3CDFBA9DD3,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,12,4,8,12,0,0,0,777777777777,777777777777,777777777777,8,13.010218273
201800665822,2,2,67,1919,67,1,10,1,0,3,4,35,14,0,2,0,12,481,12481,34,2004,1FTPW14554FA,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,62,2,8,12,0,0,0,777777777777,777777777777,777777777777,8,233.97721032
201800665862,3,2,67,1919,67,1,8,2,0,3,9,32,12,6,3,0,63,401,63401,14,2008,888888888888,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,98,8,98,8,8,12,0,0,0,777777777777,777777777777,777777777777,8,157.30090507
201800666209,2,1,13,1191,13,1,10,1,0,4,20,1,14,0,2,0,12,999,12999,49,2006,888888888888,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,7,8,5,12,0,0,0,777777777777,777777777777,777777777777,3,250.24127652
201800666518,2,4,20,3019,20,2,10,1,1,3,15,41,14,0,2,0,37,31,37031,4,2006,1HGFA16586L0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,12,2,5,12,0,0,0,777777777777,777777777777,777777777777,25,232.51388004
201800666569,2,4,20,3019,20,2,2,1,1,3,17,26,8,0,2,0,63,34,63034,4,2008,KNAGE1235852,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,7,4,5,12,0,0,0,777777777777,777777777777,777777777777,25,29.068027376
201800666569,3,4,20,3019,20,2,2,1,1,3,17,26,8,0,2,0,7,482,7482,34,2003,3D7KU28603G7,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,7,2,5,12,0,0,0,777777777777,777777777777,777777777777,25,29.068027376
201800666931,2,4,20,3004,20,2,2,1,1,1,21,40,14,0,2,0,35,47,35047,4,2003,1N4AL11E63C2,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,6,2,12,0,0,0,777777777777,777777777777,777777777777,25,29.068027376
201800666931,3,4,20,3004,20,2,2,1,1,1,21,40,14,0,2,0,2,403,2403,14,2005,1J4FA44S45P3,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,2,5,12,0,0,0,777777777777,777777777777,777777777777,25,29.068027376
201800667110,2,4,20,3004,20,2,5,1,2,3,1,3,14,0,2,0,49,32,49032,4,2007,1NXBR32E67Z7,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,12,6,2,12,0,0,0,777777777777,777777777777,777777777777,25,31.641368011
201800667224,3,4,20,3004,20,2,5,2,0,4,20,5,12,1,2,0,2,404,2404,14,2000,1J4GW48S2YC2,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,6,2,12,0,0,0,777777777777,777777777777,777777777777,25,26.935279904
201800667606,2,3,33,1484,33,1,7,1,0,4,8,40,14,0,2,0,20,37,20037,4,2013,1G11B5SA6DF2,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,4,5,12,0,0,0,777777777777,777777777777,777777777777,11,136.97469578
201800667611,2,4,64,310,64,1,10,1,0,4,21,30,14,0,2,0,20,36,20036,2,1996,2G1WW12M9T92,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,62,2,5,12,0,0,0,777777777777,777777777777,777777777777,23,279.02470947
201800667736,2,3,17,1053,17,1,10,1,1,3,17,24,14,0,2,0,49,401,49401,14,2018,JTEBU5JR8J54,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,12,2,5,12,0,0,0,777777777777,777777777777,777777777777,15,238.54654396
201800668234,2,3,28,437,28,1,10,1,0,5,16,20,14,0,3,0,63,37,63037,6,2016,KNDJN2A26G74,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,81,2,5,12,0,0,0,777777777777,777777777777,777777777777,11,239.87369076
201800668909,2,3,51,1098,51,1,6,1,0,4,22,5,14,0,2,0,20,32,20032,4,1991,1Y1SK5463MZ0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,7,6,2,12,0,0,0,777777777777,777777777777,777777777777,10,67.857868846
201800669737,2,3,12,457,12,1,10,1,0,5,13,0,14,0,2,0,49,402,49402,14,2018,2T3WFREV6JW4,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,10,2,5,12,0,0,0,777777777777,777777777777,777777777777,12,239.90528838
201800669784,2,3,75,1222,75,2,8,1,0,5,8,25,14,0,2,0,12,481,12481,34,2017,1FTEW1CP0HKC,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,6,2,12,0,0,0,777777777777,777777777777,777777777777,19,153.14066649
201800670286,2,4,68,4055,68,1,2,1,2,5,20,30,14,0,2,0,20,473,20473,34,2005,888888888888,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,63,6,2,12,0,0,0,777777777777,777777777777,777777777777,23,34.195372112
201800670286,3,4,68,4055,68,1,2,1,0,5,20,30,14,0,2,0,63,401,63401,14,2018,888888888888,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,4,3,12,0,0,0,777777777777,777777777777,777777777777,23,34.195372112
201800670286,4,4,68,4055,68,1,2,1,3,5,20,30,14,0,2,0,49,50,49050,3,2007,888888888888,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,2,5,12,0,0,0,777777777777,777777777777,777777777777,23,34.195372112
201800670448,2,2,25,2091,25,1,8,1,0,4,5,20,14,0,2,0,6,41,6041,4,2000,2C3HD46R4YH2,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,12,6,2,12,0,0,0,777777777777,777777777777,777777777777,8,156.64730851
201800670665,2,2,25,2091,25,1,10,1,0,4,0,0,14,0,2,0,55,33,55033,4,2010,5NPET4ACXAH5,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,7,4,8,12,0,0,0,777777777777,777777777777,777777777777,8,233.27640153
201800670965,2,3,51,1098,51,1,7,1,1,4,9,0,14,0,2,0,12,444,12444,20,2014,NM0LS6F75E11,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,2,4,5,12,0,0,0,777777777777,777777777777,777777777777,10,134.15491061
201800671033,2,2,67,1919,67,1,10,1,0,3,22,30,14,0,3,0,48,46,48046,3,2013,JF1ZCAC13D16,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,62,2,8,12,0,0,0,777777777777,777777777777,777777777777,8,233.97721032
201800671143,1,1,66,1750,66,1,10,1,1,2,17,3,14,0,2,0,49,999,49999,49,2014,888888888888,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,11,8,8,12,0,0,0,777777777777,777777777777,777777777777,1,250.47487069
201800671553,2,4,10,322,10,1,3,1,0,4,8,6,14,0,2,0,12,401,12401,14,2016,888888888888,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,12,6,2,12,0,0,0,777777777777,777777777777,777777777777,21,34.772086693
201800671597,1,1,66,1757,66,1,10,1,0,2,9,42,14,0,2,0,37,399,37399,8,2008,888888888888,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,63,8,8,12,0,0,0,777777777777,777777777777,777777777777,1,250.47487068
201800671646,2,1,66,1762,66,1,4,1,0,2,4,10,43,0,2,0,12,999,12999,49,2014,888888888888,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,8,7,12,0,0,0,777777777777,777777777777,777777777777,1,14.001278789
201800672609,2,3,83,2810,83,1,9,1,0,5,5,5,14,0,2,0,7,24,7024,4,2016,2C3CDXAG4GH1,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,5,5,1,2,5,12,41,0,0,777777777777,777777777777,777777777777,13,170.54240673
201800672669,2,1,22,1259,22,2,6,1,0,4,14,1,14,0,2,0,22,20,22020,4,2002,1G2WK52JX2F1,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,6,5,12,0,0,0,777777777777,777777777777,777777777777,5,66.703897269
201800672788,1,1,66,1763,66,1,9,1,1,2,14,30,14,0,2,0,49,999,49999,49,2014,888888888888,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,1,0,62,8,8,12,0,0,0,777777777777,777777777777,777777777777,1,180.30987356
201800673372,2,4,49,268,49,1,2,1,0,4,21,57,14,0,3,0,49,482,49482,34,2000,5TBRT3416YS1,1,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,61,2,5,12,0,0,0,888888888888,777777777777,777777777777,21,37.402434262
201800673372,3,4,49,268,49,1,2,1,0,4,21,57,14,0,3,0,37,403,37403,14,2010,5J6YH2H71AL0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,61,2,5,12,0,0,0,777777777777,777777777777,777777777777,21,37.402434262
201800673543,1,1,76,2364,76,1,10,1,0,3,8,35,14,0,2,0,12,37,12037,4,2011,1FAHP3GN2BW1,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,4,5,12,0,0,0,777777777777,777777777777,777777777777,2,255.63285807
201800673710,3,1,66,1766,66,1,9,2,0,3,6,35,12,2,2,0,52,999,52999,49,2011,888888888888,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,7,8,8,12,0,0,0,777777777777,777777777777,777777777777,1,180.30987357
201800673743,2,1,80,1800,80,1,2,1,0,3,13,37,14,0,2,0,35,999,35999,49,2012,888888888888,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,8,8,12,0,0,0,777777777777,777777777777,777777777777,2,31.688442341
201800673797,1,1,66,1757,66,1,7,1,1,3,17,50,14,0,2,0,32,399,32399,8,2014,888888888888,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,9,8,8,12,0,0,0,777777777777,777777777777,777777777777,1,141.51657393
201800673851,2,3,55,1075,55,2,9,1,2,5,20,38,14,0,2,0,55,36,55036,4,2007,KMHCN46C17U0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,12,2,5,12,0,0,0,777777777777,777777777777,777777777777,17,169.9621308
201800675332,2,3,28,4093,28,1,4,1,0,5,23,0,31,0,3,0,51,988,51988,58,2017,3CET2M625H51,0,77,777777777,77777777777,3,21,22,1,0,0,0,0,98,3,0,12,4,5,12,0,0,0,777777777777,777777777777,777777777777,11,13.527384126
201800675830,2,2,67,1919,67,1,5,1,0,3,23,42,14,0,2,0,6,54,6054,6,2005,2C4GM68445R5,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,6,2,12,0,0,0,777777777777,777777777777,777777777777,8,26.949654355
201800675850,1,2,25,2087,25,1,8,1,0,4,8,50,14,0,2,0,20,481,20481,34,2016,1GCVKREC6GZ1,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,4,3,12,0,0,0,777777777777,777777777777,777777777777,8,156.6473085
201800675850,2,2,25,2087,25,1,8,1,0,4,8,50,14,0,2,0,20,2,20002,4,2004,2G1WF52K6492,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,63,4,8,12,0,0,0,777777777777,777777777777,777777777777,8,156.6473085
201800676117,1,3,33,1472,33,1,7,1,0,4,2,30,14,0,2,0,37,31,37031,4,2018,2HGFC2F58JH5,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,61,2,5,12,0,0,0,777777777777,777777777777,777777777777,11,136.97469579
201800676355,2,1,66,1757,66,1,8,1,0,3,20,46,14,0,2,0,98,907,98907,52,2003,1VHHH3P23367,0,88,888888888,88888888888,3,21,22,1,0,0,0,0,6,3,0,7,8,7,12,0,0,0,777777777777,777777777777,777777777777,1,176.3485519
201800676694,2,3,35,2793,35,1,3,2,0,4,12,23,12,98,2,0,7,402,7402,14,2001,1B4HS28NX1F5,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,6,2,12,0,0,0,777777777777,777777777777,777777777777,13,28.012827085
201800676812,1,1,80,1800,80,1,10,1,0,2,22,50,14,0,2,0,34,399,34399,4,2012,888888888888,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,12,8,8,12,0,0,0,777777777777,777777777777,777777777777,2,248.45683756
201800678163,2,3,12,457,12,1,10,1,0,5,11,45,18,0,3,0,35,472,35472,34,1998,1N6DD26S5WC3,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,7,2,5,12,0,0,0,777777777777,777777777777,777777777777,12,239.90528838
201800678163,3,3,12,457,12,1,10,1,0,5,11,45,18,0,3,0,49,40,49040,4,2013,4T1BF1FK0DU2,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,7,2,5,14,0,0,0,777777777777,777777777777,777777777777,12,239.90528838
201800679260,2,3,70,46,70,2,2,1,1,5,16,5,8,0,2,0,20,481,20481,34,2010,3GCRCPEA8AG2,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,63,2,5,12,0,0,0,777777777777,777777777777,777777777777,16,30.234815932
201800680034,3,1,50,1645,50,2,2,2,0,3,7,50,55,8,4,0,12,499,12499,39,2006,888888888888,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,12,8,8,12,42,0,0,777777777777,777777777777,777777777777,4,30.511115748
201800680108,2,1,50,1646,50,2,10,1,0,2,16,18,14,0,2,0,7,999,7999,49,2012,888888888888,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,61,8,8,12,0,0,0,777777777777,777777777777,777777777777,4,246.51439858
201800680108,3,1,50,1646,50,2,10,1,0,2,16,18,14,0,3,0,37,999,37999,49,2010,888888888888,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,8,8,12,0,0,0,777777777777,777777777777,777777777777,4,246.51439858
201800680131,2,3,17,1036,17,1,10,1,0,4,0,29,34,0,3,0,49,40,49040,4,1998,4T1BG22KXWU3,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,4,5,34,0,0,0,777777777777,777777777777,777777777777,15,238.54654396
201800680131,3,3,17,1036,17,1,10,1,0,4,0,29,34,0,3,0,20,421,20421,15,2002,1GNEC13Z12J1,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,2,2,5,34,0,0,0,777777777777,777777777777,777777777777,15,238.54654396
201800680176,2,2,29,970,29,1,10,1,1,4,8,55,14,0,2,0,20,2,20002,4,2006,2G1WB58KX691,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,63,2,5,12,0,0,0,777777777777,777777777777,777777777777,7,228.90184813
201800680235,2,2,29,970,29,1,10,1,0,4,17,45,14,0,2,0,23,481,23481,34,2014,3GTU2UECXEG2,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,9,8,5,12,0,0,0,777777777777,777777777777,777777777777,7,228.90184813
201800680255,2,4,46,338,46,1,7,1,0,4,12,24,14,0,2,0,23,481,23481,34,2008,2GTEK19J0813,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,5,2,5,12,0,0,0,777777777777,777777777777,777777777777,22,143.98823549
201800680285,2,4,46,338,46,1,10,1,0,4,13,1,14,0,2,0,30,40,30040,4,2013,3VWDX7AJXDM2,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,7,4,5,12,0,0,0,777777777777,777777777777,777777777777,22,256.8505912
201800680353,2,4,44,388,44,2,8,1,0,5,0,48,14,0,2,0,12,481,12481,34,2015,1FTEW1CP0FKE,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,6,5,12,0,0,0,777777777777,777777777777,777777777777,25,156.55497788
201800680675,2,3,83,2810,83,1,10,1,0,5,7,50,14,0,2,0,86,881,86881,63,2006,1M2AG11C96M0,0,77,777777777,77777777777,3,1,97,1,0,0,0,0,0,0,0,10,4,8,12,0,0,0,777777777777,777777777777,777777777777,13,239.78068422
201800680718,2,2,25,2092,25,1,9,1,0,5,18,55,14,0,2,0,2,422,2422,15,2017,1C4RJFAG6HC8,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,62,4,8,12,0,0,0,777777777777,777777777777,777777777777,8,166.8760737
201800680718,3,2,25,2092,25,1,9,1,0,5,18,55,14,0,2,0,20,403,20403,14,2005,1GNDT13S5522,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,7,4,8,12,0,0,0,777777777777,777777777777,777777777777,8,166.8760737
201800680945,2,4,24,170,24,2,6,1,0,4,2,37,14,0,2,0,12,3,12003,2,1995,1FALP42TXSF2,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,63,6,2,12,0,0,0,777777777777,777777777777,777777777777,24,66.27464316
201800681208,1,1,13,1163,13,1,10,1,0,4,12,0,14,0,2,0,49,999,49999,49,2007,888888888888,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,11,8,5,12,0,0,0,777777777777,777777777777,777777777777,3,250.24127652
